season,week,seasonType,startDateEastern,dayOfWeek,kickoffTimeStr,homeTeam,awayTeam,homeTeamRank,awayTeamRank,isRankedMatchup,stadium,capacity,city,state,neutralSite,isRivalry,conferenceGame,excitementIndex,lowest_price,average_price,listing_count,group_price_2,group_price_4,lowest_price_upper,lowest_price_lower
2025,2,regular,2025-09-06 15:30:00-04:00,Saturday,3:30 PM,Navy,UAB,,,False,Navy–Marine Corps Memorial Stadium,34000.0,Annapolis,MD,False,False,True,,140,103,777,94,215,37,142
2025,2,regular,2025-09-06 15:30:00-04:00,Saturday,3:30 PM,Western Michigan,North Texas,,,False,Waldo Stadium,30200.0,Kalamazoo,MI,False,False,False,,70,66,826,168,387,34,136
2025,2,regular,2025-09-06 15:30:00-04:00,Saturday,3:30 PM,Georgia Tech,Gardner-Webb,,,False,Bobby Dodd Stadium at Hyundai Field,55000.0,Atlanta,GA,False,False,False,,146,81,182,87,297,48,160
2025,2,regular,2025-09-06 16:00:00-04:00,Saturday,4:00 PM,Ohio,West Virginia,,,False,Frank Solich Field at Peden Stadium,24000.0,Athens,OH,False,False,False,,96,56,159,65,117,28,129
2025,2,regular,2025-09-06 16:00:00-04:00,Saturday,4:00 PM,Wisconsin,Middle Tennessee,,,False,Camp Randall Stadium,76057.0,Madison,WI,False,False,False,,102,200,337,93,327,97,181
2025,2,regular,2025-09-06 16:15:00-04:00,Saturday,4:15 PM,Florida,South Florida,,,False,Steve Spurrier-Florida Field at Ben Hill Griffin Stadium,88548.0,Gainesville,FL,False,False,False,,58,158,212,81,314,90,134
2025,2,regular,2025-09-06 17:00:00-04:00,Saturday,5:00 PM,Southern Miss,Jackson State,,,False,Carlisle-Faulkner Field at M.M. Roberts Stadium,36000.0,Hattiesburg,MS,False,False,False,,125,204,857,171,261,90,137
2025,2,regular,2025-09-06 17:00:00-04:00,Saturday,5:00 PM,Arkansas,Arkansas State,,,False,"Donald W. Reynolds Razorback Stadium, Frank Broyles Field",76212.0,Fayetteville,AR,True,False,False,,117,134,133,97,381,46,92
2025,2,regular,2025-09-06 18:00:00-04:00,Saturday,6:00 PM,Florida Atlantic,Florida A&M,,,False,Howard Schnellenberger Field at Flagler Credit Union Stadium,30000.0,Boca Raton,FL,False,False,False,,95,133,775,171,323,26,87
2025,2,regular,2025-09-06 18:00:00-04:00,Saturday,6:00 PM,East Carolina,Campbell,,,False,Bagwell Field at Dowdy–Ficklen Stadium,51000.0,Greenville,NC,False,False,False,,70,244,166,93,217,64,173
2025,2,regular,2025-09-06 18:00:00-04:00,Saturday,6:00 PM,Utah,Cal Poly,,,False,Rice–Eccles Stadium,51444.0,Salt Lake City,UT,False,False,False,,39,112,577,103,197,88,140
2025,2,regular,2025-09-06 18:00:00-04:00,Saturday,6:00 PM,Marshall,Missouri State,,,False,Joan C. Edwards Stadium,38019.0,Huntington,WV,False,False,False,,64,63,381,136,395,38,151
2025,2,regular,2025-09-06 18:00:00-04:00,Saturday,6:00 PM,California,Texas Southern,,,False,California Memorial Stadium,62717.0,Berkeley,CA,False,False,False,,128,142,915,173,287,26,180
2025,2,regular,2025-09-06 18:00:00-04:00,Saturday,6:00 PM,Old Dominion,North Carolina Central,,,False,Kornblau Field at S.B. Ballard Stadium,21944.0,Norfolk,VA,False,False,False,,124,131,934,102,340,84,85
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,UCF,North Carolina A&T,,,False,Acrisure Bounce House,44206.0,Orlando[c],FL,False,False,False,,127,224,536,183,143,43,199
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Rice,Houston,,,False,Rice Stadium,47000.0,Houston,TX,False,True,False,,80,61,260,64,395,97,134
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Kansas State,Army,,21.0,False,Bill Snyder Family Football Stadium,50000.0,Manhattan,KS,False,False,False,,149,63,128,151,304,28,140
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Miami,Bethune-Cookman,18.0,,False,Fred C. Yager Stadium,24286.0,Oxford,OH,False,False,False,,24,80,789,140,205,63,88
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Miami,Bethune-Cookman,18.0,,False,Hard Rock Stadium,65326.0,Miami Gardens,FL,False,False,False,,66,56,223,73,361,85,114
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,South Alabama,Tulane,,,False,Hancock Whitney Stadium,25450.0,Mobile,AL,False,False,False,,44,135,862,144,389,61,119
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Georgia State,Memphis,,24.0,False,Center Parc Stadium,25000.0,Atlanta,GA,False,False,False,,114,163,828,177,322,89,186
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Toledo,Western Kentucky,,,False,Glass Bowl,26038.0,Toledo,OH,False,False,False,,94,131,190,178,101,72,116
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Charlotte,North Carolina,,,False,McColl–Richardson Field at Jerry Richardson Stadium,15314.0,Charlotte,NC,False,False,False,,116,239,207,139,284,93,153
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,Eastern Michigan,Long Island University,,,False,Rynearson Stadium,30200.0,Ypsilanti,MI,False,False,False,,60,190,423,184,308,92,93
2025,2,regular,2025-09-06 19:00:00-04:00,Saturday,7:00 PM,South Carolina,South Carolina State,19.0,,False,Williams–Brice Stadium,77559.0,Columbia,SC,False,False,False,,104,135,741,98,328,22,154
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,LSU,Louisiana Tech,,,False,Tiger Stadium,102321.0,Baton Rouge,LA,False,False,False,,52,99,499,137,261,64,188
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Virginia Tech,Vanderbilt,,,False,Lane Stadium/Worsham Field,66233.0,Blacksburg,VA,False,False,False,,122,96,767,162,284,48,170
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Nebraska,Akron,,,False,"Memorial Stadium, Tom Osborne Field",85458.0,Lincoln,NE,False,False,False,,143,189,469,185,219,76,154
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Michigan State,Boston College,,,False,Spartan Stadium,75005.0,East Lansing,MI,False,False,False,,146,127,336,72,368,22,109
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Oklahoma,Michigan,,,False,Gaylord Family Oklahoma Memorial Stadium,80126.0,Norman,OK,False,False,False,,138,154,380,182,179,50,190
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Mississippi State,Arizona State,,7.0,False,Davis Wade Stadium at Scott Field,61337.0,Mississippi State[h],MS,False,False,False,,92,139,917,112,316,59,91
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Purdue,Southern Illinois,,,False,Ross–Ade Stadium,61441.0,West Lafayette,IN,False,False,False,,78,84,700,148,367,77,118
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,USC,Georgia Southern,,,False,Los Angeles Memorial Coliseum,77500.0,Los Angeles,CA,False,False,False,,28,176,365,197,211,97,167
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Auburn,Ball State,,,False,Pat Dye Field at Jordan–Hare Stadium,88043.0,Auburn,AL,False,False,False,,98,247,872,137,220,35,89
2025,2,regular,2025-09-06 19:30:00-04:00,Saturday,7:30 PM,Coastal Carolina,Charleston Southern,,,False,Brooks Stadium,20000.0,Conway,SC,False,False,False,,23,54,371,186,332,43,98
2025,2,regular,2025-09-06 19:45:00-04:00,Saturday,7:45 PM,Alabama,UL Monroe,17.0,,False,Saban Field at Bryant–Denny Stadium,100077.0,Tuscaloosa,AL,False,False,False,,42,107,778,56,128,56,173
2025,2,regular,2025-09-06 20:00:00-04:00,Saturday,8:00 PM,UNLV,UCLA,23.0,,False,Allegiant Stadium,65000.0,Paradise[d],NV,False,False,False,,69,104,119,105,376,100,123
2025,2,regular,2025-09-06 20:00:00-04:00,Saturday,8:00 PM,Louisiana,McNeese,,,False,Cajun Field,41426.0,Lafayette,LA,False,True,False,,95,115,959,53,172,94,114
2025,2,regular,2025-09-06 21:00:00-04:00,Saturday,9:00 PM,UTEP,UT Martin,,,False,Sun Bowl Stadium,46670.0,El Paso,TX,False,False,False,,115,101,887,165,102,46,193
2025,2,regular,2025-09-06 21:00:00-04:00,Saturday,9:00 PM,New Mexico State,Tulsa,,,False,Aggie Memorial Stadium,30343.0,Las Cruces,NM,False,False,False,,131,224,894,188,186,83,144
2025,2,regular,2025-09-06 22:00:00-04:00,Saturday,10:00 PM,Arizona,Weber State,,,False,Arizona Stadium,56029.0,Tucson,AZ,False,False,False,,46,141,857,160,293,28,121
2025,2,regular,2025-09-06 22:15:00-04:00,Saturday,10:15 PM,BYU,Stanford,13.0,,False,LaVell Edwards Stadium,63470.0,Provo,UT,False,False,False,,76,141,978,61,153,58,132
2025,2,regular,2025-09-06 22:15:00-04:00,Saturday,10:15 PM,Washington State,San Diego State,,,False,Martin Stadium,32248.0,Pullman,WA,False,False,False,,103,103,807,191,175,26,101
2025,2,regular,2025-09-06 23:00:00-04:00,Saturday,11:00 PM,Washington,UC Davis,,,False,Alaska Airlines Field at Husky Stadium,70083.0,Seattle,WA,False,False,False,,54,220,354,178,158,47,164
2025,3,regular,2025-08-23 00:00:00-04:00,Saturday,,UNLV,Idaho State,23.0,,False,Allegiant Stadium,65000.0,Paradise[d],NV,False,False,False,,79,142,960,182,108,57,82
2025,3,regular,2025-09-11 19:30:00-04:00,Thursday,7:30 PM,Wake Forest,NC State,,,False,Allegacy Federal Credit Union Stadium,31500.0,Winston-Salem,NC,False,True,True,,32,175,574,96,124,63,193
2025,3,regular,2025-09-12 00:00:00-04:00,Friday,,UCLA,New Mexico,,,False,Rose Bowl Stadium,89702.0,Pasadena,CA,False,False,False,,56,180,602,106,369,53,111
2025,3,regular,2025-09-12 00:00:00-04:00,Friday,,Indiana,Indiana State,10.0,,False,Memorial Stadium,52959.0,Bloomington,IN,False,False,False,,109,110,662,77,379,44,112
2025,3,regular,2025-09-12 19:00:00-04:00,Friday,7:00 PM,Syracuse,Colgate,20.0,,False,JMA Wireless Dome,42784.0,Syracuse,NY,False,True,False,,143,54,458,181,207,71,165
2025,3,regular,2025-09-12 19:30:00-04:00,Friday,7:30 PM,Houston,Colorado,,25.0,False,John O'Quinn Field at Space City Financial Stadium,40000.0,Houston,TX,False,False,True,,26,226,851,149,278,30,105
2025,3,regular,2025-09-12 21:00:00-04:00,Friday,9:00 PM,Arizona,Kansas State,,,False,Arizona Stadium,56029.0,Tucson,AZ,False,False,True,,53,132,219,83,397,96,123
2025,3,regular,2025-09-13 00:00:00-04:00,Saturday,,Nevada,Middle Tennessee,,,False,Mackay Stadium,27000.0,Reno,NV,False,False,False,,52,62,779,134,365,47,186
2025,3,regular,2025-09-13 00:00:00-04:00,Saturday,,Ole Miss,Arkansas,11.0,,False,,,,,False,True,True,,118,151,986,137,180,79,145
2025,3,regular,2025-09-13 00:00:00-04:00,Saturday,,South Carolina,Vanderbilt,19.0,,False,Williams–Brice Stadium,77559.0,Columbia,SC,False,False,True,,142,110,657,174,274,53,85
2025,3,regular,2025-09-13 00:00:00-04:00,Saturday,,Fresno State,Southern,,,False,Valley Children's Stadium,41031.0,Fresno,CA,False,False,False,,118,246,456,182,243,61,125
2025,3,regular,2025-09-13 00:00:00-04:00,Saturday,,Hawai'i,Portland State,,,False,,,,,False,False,False,,101,113,798,195,217,64,135
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Nebraska,Houston Christian,,,False,"Memorial Stadium, Tom Osborne Field",85458.0,Lincoln,NE,False,False,False,,36,250,557,126,214,21,95
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Alabama,Wisconsin,17.0,,False,Saban Field at Bryant–Denny Stadium,100077.0,Tuscaloosa,AL,False,False,False,,37,206,647,71,161,23,172
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Baylor,Samford,,,False,McLane Stadium,45140.0,Waco,TX,False,False,False,,127,235,492,106,245,83,140
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Temple,Oklahoma,,,False,Lincoln Financial Field,68532.0,Philadelphia,PA,False,False,False,,127,237,255,63,307,94,136
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Northwestern,Oregon,,3.0,False,Northwestern Medicine Field at Martin Stadium[O 2],12023.0,Evanston,IL,True,False,True,,112,223,366,61,117,95,193
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Maryland,Towson,,,False,SECU Stadium,51802.0,College Park,MD,False,False,False,,51,147,446,126,275,43,149
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Michigan,Central Michigan,,,False,Michigan Stadium,107601.0,Ann Arbor,MI,False,False,False,,73,68,539,189,391,59,153
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Virginia,William & Mary,,,False,"Carl Smith Center, Home of David A. Harrison III Field at Scott Stadium",61500.0,Charlottesville[g],VA,False,False,False,,29,80,684,82,100,64,189
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Georgia Tech,Clemson,,14.0,False,Bobby Dodd Stadium at Hyundai Field,55000.0,Atlanta,GA,False,True,True,,86,195,403,146,271,87,120
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Troy,Memphis,,24.0,False,Veterans Memorial Stadium at Larry Blakeney Field,30470.0,Troy,AL,False,False,False,,50,146,958,198,163,68,147
2025,3,regular,2025-09-13 12:00:00-04:00,Saturday,12:00 PM,Kent State,Buffalo,,,False,Dix Stadium,25000.0,Kent,OH,False,False,True,,69,60,305,115,205,26,93
2025,3,regular,2025-09-13 12:45:00-04:00,Saturday,12:45 PM,Auburn,South Alabama,,,False,Pat Dye Field at Jordan–Hare Stadium,88043.0,Auburn,AL,False,False,False,,119,211,196,158,377,43,169
2025,3,regular,2025-09-13 14:00:00-04:00,Saturday,2:00 PM,Ball State,New Hampshire,,,False,Scheumann Stadium,22500.0,Muncie,IN,False,False,False,,23,76,489,105,386,22,98
2025,3,regular,2025-09-13 15:00:00-04:00,Saturday,3:00 PM,Delaware,UConn,,,False,Delaware Stadium,18309.0,Newark,DE,False,False,False,,94,150,895,100,200,66,115
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Texas Tech,Oregon State,,,False,Jones AT&T Stadium,60229.0,Lubbock,TX,False,False,False,,31,169,140,178,336,54,171
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,North Texas,Washington State,,,False,DATCU Stadium,30850.0,Denton,TX,False,False,False,,149,240,956,142,188,44,174
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Cincinnati,Northwestern State,,,False,Nippert Stadium,38088.0,Cincinnati,OH,False,False,False,,123,123,258,63,385,64,125
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,North Carolina,Richmond,,,False,Kenan Stadium,50500.0,Chapel Hill,NC,False,False,False,,126,74,738,82,263,31,114
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Toledo,Morgan State,,,False,Glass Bowl,26038.0,Toledo,OH,False,False,False,,26,108,621,69,106,93,123
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,UTSA,Incarnate Word,,,False,Alamodome,65000.0,San Antonio,TX,False,False,False,,47,59,321,76,390,40,197
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Tennessee,Georgia,9.0,6.0,True,Neyland Stadium,101915.0,Knoxville,TN,False,True,True,,130,55,376,132,193,31,141
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Purdue,USC,,,False,Ross–Ade Stadium,61441.0,West Lafayette,IN,False,False,True,,36,195,562,113,333,32,128
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Missouri State,SMU,,12.0,False,Robert W. Plaster Stadium,17500.0,Springfield,MO,False,False,False,,116,169,971,139,292,56,188
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,West Virginia,Pittsburgh,,,False,Mountaineer Field at Milan Puskar Stadium,60000.0,Morgantown,WV,False,True,False,,68,164,459,170,294,31,153
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Penn State,Villanova,5.0,,False,Beaver Stadium,106572.0,College Township[f],PA,False,False,False,,106,128,531,58,209,42,118
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Michigan State,Youngstown State,,,False,Spartan Stadium,75005.0,East Lansing,MI,False,False,False,,32,85,477,173,230,84,147
2025,3,regular,2025-09-13 15:30:00-04:00,Saturday,3:30 PM,Rutgers,Norfolk State,,,False,SHI Stadium,52454.0,Piscataway,NJ,False,False,False,,114,167,691,82,295,63,139
2025,3,regular,2025-09-13 16:00:00-04:00,Saturday,4:00 PM,Missouri,Louisiana,22.0,,False,Faurot Field at Memorial Stadium,61620.0,Columbia,MO,False,False,False,,137,153,848,118,306,44,156
2025,3,regular,2025-09-13 16:00:00-04:00,Saturday,4:00 PM,Arkansas State,Iowa State,,15.0,False,Centennial Bank Stadium,30964.0,Jonesboro,AR,False,False,False,,145,97,171,51,196,23,121
2025,3,regular,2025-09-13 16:15:00-04:00,Saturday,4:15 PM,Texas,UTEP,4.0,,False,Darrell K Royal–Texas Memorial Stadium,100119.0,Austin,TX,False,False,False,,58,112,272,129,220,54,158
2025,3,regular,2025-09-13 16:30:00-04:00,Saturday,4:30 PM,Miami,South Florida,18.0,,False,Fred C. Yager Stadium,24286.0,Oxford,OH,False,False,False,,110,133,560,189,155,24,163
2025,3,regular,2025-09-13 16:30:00-04:00,Saturday,4:30 PM,Miami,South Florida,18.0,,False,Hard Rock Stadium,65326.0,Miami Gardens,FL,False,False,False,,85,124,833,148,322,59,180
2025,3,regular,2025-09-13 17:00:00-04:00,Saturday,5:00 PM,Bowling Green,Liberty,,,False,Doyt L. Perry Stadium,24000.0,Bowling Green,OH,False,False,False,,62,119,986,119,396,75,174
2025,3,regular,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,Charlotte,Monmouth,,,False,McColl–Richardson Field at Jerry Richardson Stadium,15314.0,Charlotte,NC,False,False,False,,123,178,847,116,318,25,106
2025,3,regular,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,Kennesaw State,Merrimack,,,False,Fifth Third Stadium,10200.0,Kennesaw[j],GA,False,False,False,,20,135,287,149,125,76,187
2025,3,regular,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,Florida International,Florida Atlantic,,,False,,,,,True,False,False,,138,95,608,116,379,25,167
2025,3,regular,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,Marshall,Eastern Kentucky,,,False,Joan C. Edwards Stadium,38019.0,Huntington,WV,False,False,False,,96,70,788,194,231,52,181
2025,3,regular,2025-09-13 18:00:00-04:00,Saturday,6:00 PM,Mississippi State,Alcorn State,,,False,Davis Wade Stadium at Scott Field,61337.0,Mississippi State[h],MS,False,False,False,,137,229,379,158,190,25,96
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Illinois,Western Michigan,16.0,,False,Memorial Stadium,60670.0,Champaign,IL,False,False,False,,123,242,997,146,305,51,199
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Ohio State,Ohio,1.0,,False,Ohio Stadium,102780.0,Columbus,OH,False,False,False,,45,128,427,57,359,24,119
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Virginia Tech,Old Dominion,,,False,Lane Stadium/Worsham Field,66233.0,Blacksburg,VA,False,False,False,,75,203,866,182,382,48,161
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Georgia State,Murray State,,,False,Center Parc Stadium,25000.0,Atlanta,GA,False,False,False,,149,183,805,112,142,36,157
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Georgia Southern,Jacksonville State,,,False,Allen E. Paulson Stadium,25000.0,Statesboro,GA,False,False,False,,29,110,569,66,164,72,103
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Southern Miss,App State,,,False,Carlisle-Faulkner Field at M.M. Roberts Stadium,36000.0,Hattiesburg,MS,False,False,True,,110,168,266,171,216,42,173
2025,3,regular,2025-09-13 19:00:00-04:00,Saturday,7:00 PM,Rice,Prairie View A&M,,,False,Rice Stadium,47000.0,Houston,TX,False,False,False,,86,170,445,146,185,46,123
2025,3,regular,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,Louisiana Tech,New Mexico State,,,False,Joe Aillet Stadium,28109.0,Ruston,LA,False,False,True,,31,217,616,133,200,95,199
2025,3,regular,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,Coastal Carolina,East Carolina,,,False,Brooks Stadium,20000.0,Conway,SC,False,False,False,,110,83,371,154,183,55,93
2025,3,regular,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,Iowa,Massachusetts,,,False,Kinnick Stadium,69250.0,Iowa City,IA,False,False,False,,124,221,401,171,338,97,184
2025,3,regular,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,Notre Dame,Texas A&M,2.0,,False,Notre Dame Stadium,77622.0,Notre Dame,IN,False,False,False,,103,77,691,149,285,99,120
2025,3,regular,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,LSU,Florida,,,False,Tiger Stadium,102321.0,Baton Rouge,LA,False,True,True,,53,135,246,157,388,85,148
2025,3,regular,2025-09-13 19:30:00-04:00,Saturday,7:30 PM,Kentucky,Eastern Michigan,,,False,Kroger Field at C.M. Newton Grounds,61000.0,Lexington,KY,False,False,False,,25,183,925,149,308,87,192
2025,3,regular,2025-09-13 20:00:00-04:00,Saturday,8:00 PM,TCU,Abilene Christian,,,False,Amon G. Carter Stadium,45000.0,Fort Worth,TX,False,False,False,,62,88,806,62,103,48,132
2025,3,regular,2025-09-13 20:00:00-04:00,Saturday,8:00 PM,Tulane,Duke,,,False,Benson Field at Yulman Stadium,30000.0,New Orleans,LA,False,False,False,,36,134,360,140,231,63,110
2025,3,regular,2025-09-13 20:00:00-04:00,Saturday,8:00 PM,Tulsa,Navy,,,False,Skelly Field at H. A. Chapman Stadium,30000.0,Tulsa,OK,False,False,True,,115,147,642,112,122,28,81
2025,3,regular,2025-09-13 20:00:00-04:00,Saturday,8:00 PM,Wyoming,Utah,,,False,Jonah Field at War Memorial Stadium,29181.0,Laramie,WY,False,False,False,,130,200,445,108,358,68,194
2025,3,regular,2025-09-13 20:30:00-04:00,Saturday,8:30 PM,UAB,Akron,,,False,Protective Stadium,47100.0,Birmingham,AL,False,False,False,,88,247,973,93,257,32,102
2025,3,regular,2025-09-13 21:45:00-04:00,Saturday,9:45 PM,Utah State,Air Force,,,False,,,,,False,False,True,,21,114,450,124,192,52,198
2025,3,regular,2025-09-13 22:30:00-04:00,Saturday,10:30 PM,California,Minnesota,,,False,California Memorial Stadium,62717.0,Berkeley,CA,False,False,False,,55,76,649,188,116,57,95
2025,3,regular,2025-09-13 22:30:00-04:00,Saturday,10:30 PM,Stanford,Boston College,,,False,Stanford Stadium,50424.0,Stanford,CA,False,False,True,,30,98,713,147,376,38,108
2025,3,regular,2025-09-13 22:30:00-04:00,Saturday,10:30 PM,Arizona State,Texas State,7.0,,False,"Frank Kush Field, Home of the ASU Sun Devils/Mountain America Stadium",56232.0,Tempe,AZ,False,False,False,,25,91,855,88,163,41,187
2025,4,regular,2025-09-18 19:30:00-04:00,Thursday,7:30 PM,Charlotte,Rice,,,False,McColl–Richardson Field at Jerry Richardson Stadium,15314.0,Charlotte,NC,False,False,True,,97,56,812,88,108,92,110
2025,4,regular,2025-09-19 19:00:00-04:00,Friday,7:00 PM,Oklahoma State,Tulsa,,,False,Boone Pickens Stadium,60218.0,Stillwater,OK,False,True,False,,70,177,482,114,288,89,151
2025,4,regular,2025-09-19 20:00:00-04:00,Friday,8:00 PM,Rutgers,Iowa,,,False,SHI Stadium,52454.0,Piscataway,NJ,False,False,True,,98,244,733,113,358,28,170
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Miami,Florida,18.0,,False,Fred C. Yager Stadium,24286.0,Oxford,OH,False,False,False,,106,201,830,139,389,76,116
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Miami,Florida,18.0,,False,Hard Rock Stadium,65326.0,Miami Gardens,FL,False,False,False,,71,112,492,141,174,44,138
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Ole Miss,Tulane,11.0,,False,,,,,False,True,False,,117,109,797,145,392,67,114
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Missouri,South Carolina,22.0,19.0,True,Faurot Field at Memorial Stadium,61620.0,Columbia,MO,False,True,True,,84,89,141,123,105,58,140
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Akron,Duquesne,,,False,InfoCision Stadium–Summa Field,30000.0,Akron,OH,False,False,False,,90,202,735,112,304,98,125
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Western Michigan,Toledo,,,False,Waldo Stadium,30200.0,Kalamazoo,MI,False,False,True,,78,183,252,94,347,30,122
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Buffalo,Troy,,,False,UB Stadium,25013.0,Amherst[m],NY,False,False,False,,105,110,422,123,150,80,110
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,South Alabama,Coastal Carolina,,,False,Hancock Whitney Stadium,25450.0,Mobile,AL,False,False,True,,137,196,915,87,299,20,149
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Oklahoma,Auburn,,,False,Gaylord Family Oklahoma Memorial Stadium,80126.0,Norman,OK,False,False,True,,133,136,998,117,298,68,132
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Oregon,Oregon State,3.0,,False,Autzen Stadium,54000.0,Eugene,OR,False,True,False,,80,100,208,98,234,59,87
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Indiana,Illinois,10.0,16.0,True,Memorial Stadium,52959.0,Bloomington,IN,False,True,True,,61,82,757,111,241,88,143
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Wisconsin,Maryland,,,False,Camp Randall Stadium,76057.0,Madison,WI,False,False,True,,99,129,752,83,274,95,181
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,USC,Michigan State,,,False,Los Angeles Memorial Coliseum,77500.0,Los Angeles,CA,False,False,True,,28,69,856,54,380,42,169
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Clemson,Syracuse,14.0,20.0,True,Frank Howard Field at Clemson Memorial Stadium,81500.0,Clemson,SC,False,False,True,,121,83,764,160,296,38,177
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Duke,NC State,,,False,Brooks Field at Wallace Wade Stadium,35018.0,Durham,NC,False,False,True,,84,173,689,121,274,100,184
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Utah,Texas Tech,,,False,Rice–Eccles Stadium,51444.0,Salt Lake City,UT,False,False,True,,61,116,165,117,274,39,117
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Hawai'i,Fresno State,,,False,,,,,False,False,True,,131,80,862,149,398,24,95
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Miami (OH),UNLV,,23.0,False,,,,,False,False,False,,149,158,798,170,123,23,163
2025,4,regular,2025-09-20 00:00:00-04:00,Saturday,,Eastern Michigan,Louisiana,,,False,Rynearson Stadium,30200.0,Ypsilanti,MI,False,False,False,,66,180,147,158,384,84,182
